"","BLP.model.name","BLP.model.id","BLP.firm.id","BLP.cdid","BLP.id","BLP.price","BLP.mpd","BLP.air","BLP.mpg","BLP.space","BLP.hpwt","BLP.trend","BLP.share","BLP.outshr","BLP.y"
"593","BW320I",57,8,7,1717,1.42339896179198,1.88491446345257,0,2,1.1392,0.415094339622642,6,0.000256727607523346,0.877889175325529,-0.586872411042295
"594","BW530I",69,8,7,1718,8.85739236113191,1.3194401244168,0,1.4,1.273,0.511627906976744,6,9.52124161515191e-05,0.877889175325529,-1.57877768589576
"595","CPSPOR",102,8,7,1719,-4.54524790289449,1.69642301710731,0,1.8,1.1725,0.366096299243932,6,0.000295383401288965,0.877889175325529,-0.446613863056422
"596","DTB210",184,2,7,1721,-5.88848222632684,2.73312597200622,0,2.9,0.9943,0.416883793642522,6,0.00227911350782586,0.877889175325529,1.59665379303572
"597","DTHL71",189,2,7,1722,-4.83237661576578,2.16765163297045,0,2.3,1.0836,0.399313009875483,6,0.000318190188083651,0.877889175325529,-0.372238761209646
"598","DTF10S",186,2,7,1723,-5.73996737484169,2.73312597200622,0,2.9,0.948,0.383141762452107,6,0.000496803893200053,0.877889175325529,0.0733073261940538
"599","DTG810",187,2,7,1724,-2.68716209431363,1.60217729393468,0,1.7,1.1895,0.458540313335881,6,0.000371484940155202,0.877889175325529,-0.217379715552669
"600","HDCIVI",257,3,7,1725,-7.17561093919812,2.63888024883359,0,2.8,0.888,0.322981366459627,6,0.00194197027489149,0.877889175325529,1.43657030134452
"601","HDACCO",256,3,7,1728,-4.92148552665687,3.58133748055988,0,3.8,1.0432,0.348182283666155,6,0.00099940812837038,0.877889175325529,0.7722751911788
"602","FT128 ",241,17,7,1729,-6.08155153325753,2.16765163297045,0,2.3,0.9796,0.321243523316062,6,0.000220071024595554,0.877889175325529,-0.740937707626816
"603","FT131 ",242,17,7,1731,-4.23006638474268,1.79066874027994,0,1.9,1.118,0.362105263157895,6,0.000300355122977772,0.877889175325529,-0.429922523104755
"604","FTSPID",245,17,7,1732,-1.67066044414862,1.69642301710731,0,1.8,1.0304,0.394495412844037,6,0.000170130211758516,0.877889175325529,-0.998323945568776
"605","MB230 ",296,9,7,1736,9.49930655255105,1.60217729393468,0,1.7,1.337,0.384364820846906,6,5.48862291200842e-05,0.877889175325529,-2.12962555959735
"606","MB240D",297,9,7,1737,9.27818444033984,2.35614307931571,0,2.5,1.337,0.201298701298701,6,0.000138734709982901,0.877889175325529,-1.20232449271573
"607","MB300D",308,9,7,1738,15.6148181037062,2.16765163297045,1,2.3,1.337,0.227474150664697,6,0.000152821254767855,0.877889175325529,-1.10561907200604
"608","MB280E",303,9,7,1739,16.479504572353,1.3194401244168,1,1.4,1.3561,0.402349486049927,6,5.48862291200842e-05,0.877889175325529,-2.12962555959735
"609","MB450S",314,9,7,1740,29.8903956614619,1.22519440124417,1,1.3,1.554,0.45859872611465,6,8.66237011705906e-05,0.877889175325529,-1.6733145772526
"610","PGSL50",402,14,7,1742,0.383795001395939,2.63888024883359,0,2.8,1.1682,0.291390728476821,6,4.50874654741549e-05,0.877889175325529,-2.32628376047124
"611","PG504D",394,14,7,1743,2.52900952284808,2.63888024883359,0,2.8,1.2078,0.226837060702875,6,6.46323819544916e-05,0.877889175325529,-1.96617248710778
"612","PSCOUP",440,12,7,1744,3.7418808099768,1.60217729393468,0,1.7,1.1457,0.405290102389078,6,0.000179797448375641,0.877889175325529,-0.94305711047091
"613","PSCP91",441,12,7,1745,12.982804902386,1.41368584758942,0,1.5,1.0816,0.678185745140389,6,7.5088780744443e-05,0.877889175325529,-1.81621688422465
"614","RNLECA",470,24,7,1746,-6.24161753985819,2.35614307931571,0,2.5,0.852,0.337647720877884,6,0.000134262791003551,0.877889175325529,-1.23508903460433
"615","RNGTL ",469,24,7,1747,-4.41818519662386,2.07340590979782,0,2.2,1.131,0.338028169014085,6,2.0386689464685e-05,0.877889175325529,-3.12000583027561
"616","SA99GL",481,11,7,1748,-0.378581236227825,1.69642301710731,0,1.8,1.1591,0.393258426966292,6,2.42141260028936e-05,0.877889175325529,-2.94795185895583
"617","SBDL  ",486,5,7,1749,-5.98749212731693,2.63888024883359,0,2.8,0.948,0.330049261083744,6,0.00106309351571748,0.877889175325529,0.834050306917633
"618","TYCORO",503,1,7,1751,-6.14590796890109,3.39284603421462,0,3.6,1.023,0.282238442822384,6,0.00341107457582533,0.877889175325529,1.99989460456305
"619","VWRABB",549,7,7,1753,-4.64260763886809,3.6755832037325,0,3.9,0.9984,0.211453744493392,6,0.00216632908062607,0.877889175325529,1.54590130518577
"620","TYCORO",503,1,7,1754,-4.61785516362056,1.97916018662519,0,2.1,1.1072,0.359848484848485,6,0.000661041694068131,0.877889175325529,0.358928874172736
"621","TYCELI",499,1,7,1755,-4.37033041114532,1.97916018662519,0,2.1,1.1136,0.375494071146245,6,0.00215328159936867,0.877889175325529,1.53986024181038
"622","VWBEET",540,7,7,1756,-5.6574591240166,2.16765163297045,0,2.3,0.976,0.241469816272966,6,0.000253123766934105,0.877889175325529,-0.601009474471059
"623","VWDASH",542,7,7,1758,-2.68716209431363,2.26189735614308,0,2.4,1.1072,0.364485981308411,6,0.000340089438379587,0.877889175325529,-0.305679403873397
"624","VWSCIR",550,7,7,1759,-3.02379575767997,2.73312597200622,0,2.9,0.9984,0.376059322033898,6,0.000326002893594634,0.877889175325529,-0.347981783564087
"625","VV244 ",522,6,7,1760,-0.38353173127733,1.69642301710731,0,1.8,1.2931,0.343630683790351,6,0.00014820465605682,0.877889175325529,-1.13629391119264
"626","VVGL26",535,6,7,1761,4.48445506740254,1.41368584758942,0,1.5,1.2931,0.3886925795053,6,0.000124003682756807,0.877889175325529,-1.31457677613288
"627","AMGREM",23,15,8,976,-5.95006982680467,2.14089552238806,0,2.2,1.2024,0.312989045383412,7,0.000315711884132937,0.877832341911289,-0.379993261532403
"628","AMCONC",19,15,8,978,-5.85804528692737,1.94626865671642,0,2,1.3248,0.290416263310745,7,0.00150062071641019,0.877832341911289,1.17881081229309
"629","AMPACE",27,15,8,980,-5.55283056300099,1.75164179104478,0,1.8,1.3321,0.281513919299343,7,0.000269119358593043,0.877832341911289,-0.539668306708737
"630","AMMATA",26,15,8,984,-4.32430295563903,1.55701492537313,0,1.6,1.6425,0.322754168908015,7,0.000122475106685633,0.877832341911289,-1.32691550153605
"631","BKSKYH",52,19,8,986,-5.40252381453474,1.55701492537313,0,1.6,1.188,0.392083644510829,7,0.000287352903142377,0.877832341911289,-0.474112212080749
"632","BKSKYL",53,19,8,987,-5.44240111514823,1.75164179104478,0,1.8,1.4673,0.324675324675325,7,0.0012661968188284,0.877832341911289,1.00894975558879
"633","BKCNTS",39,19,8,989,-4.8289041826329,1.8489552238806,0,1.9,1.4308,0.348374253483743,7,0.00418150782361309,0.877832341911289,2.20360388368498
"634","BKLSAB",45,19,8,994,-3.27062197404394,1.65432835820896,0,1.7,1.7082,0.305321314335563,7,0.00246235613604035,0.877832341911289,1.67405064928587
"635","BKELCT",41,19,8,997,-0.364180256252528,1.45970149253731,0,1.5,1.7394,0.415549597855228,7,0.00157383938962886,0.877832341911289,1.22645008400387
"636","BKRIVE",50,19,8,998,2.38581974374747,1.45970149253731,0,1.5,1.7082,0.418805728181573,7,0.000333027285658865,0.877832341911289,-0.32659887460206
"637","CDSEVI",93,19,8,999,10.7999301731953,1.36238805970149,1,1.4,1.4688,0.406795884182819,7,0.000720561231087547,0.877832341911289,0.445207095847795
"638","CDELDR",91,19,8,1002,7.25851913025054,0.973134328358209,1,1,1.792,0.366897676314717,7,0.000598305961463856,0.877832341911289,0.259278964209583
"639","CVCHEV",135,19,8,1004,-5.98841338508688,2.91940298507463,0,3,1.0106,0.30958230958231,7,0.00319524117418854,0.877832341911289,1.93459454870063
"640","CVNOVA",146,19,8,1005,-5.96847473478014,1.75164179104478,0,1.8,1.4381,0.34667507091081,7,0.00320980214664425,0.877832341911289,1.93914127752382
"641","CVMONZ",145,19,8,1007,-6.19086737281694,1.8489552238806,0,1.9,1.1748,0.334821428571429,7,0.00204483382904436,0.877832341911289,1.48824850784313
"642","CVMALI",142,19,8,1010,-5.19853608447339,1.8489552238806,0,1.9,1.3896,0.316034597471723,7,0.00483801888012414,0.877832341911289,2.34943729348584
"643","CVCAMA",130,19,8,1013,-4.99148086974946,1.75164179104478,0,1.8,1.485,0.333333333333333,7,0.00336481313849735,0.877832341911289,1.98630440948855
"644","CVMNTC",143,19,8,1015,-4.42246246484148,1.55701492537313,0,1.6,1.4472,0.345394736842105,7,0.00459146514935989,0.877832341911289,2.29713115663199
"645","CVCORV",139,19,8,1023,3.03152526521987,1.36238805970149,0,1.4,1.2834,0.543957659511908,7,0.000546320962110436,0.877832341911289,0.168383345584973
"646","CRLEBA",119,16,8,1024,-4.00068332373719,1.65432835820896,0,1.7,1.5318,0.323529411764706,7,0.0016236648131385,0.877832341911289,1.25761780342719
"647","CRCORD",107,16,8,1026,-2.84884283293964,1.36238805970149,0,1.4,1.6848,0.385572139303483,7,0.00136353291090133,0.877832341911289,1.08301103892783
"648","CRNEWP",121,16,8,1027,-2.73074467343044,1.07044776119403,0,1.1,1.824,0.426008968609865,7,0.000877951635846373,0.877832341911289,0.642768207519275
"649","DGOMNI",170,16,8,1029,-5.66326001085375,2.43283582089552,0,2.5,1.1055,0.34965034965035,7,0.00115733867839131,0.877832341911289,0.919055105385935
"650","DGCOLT",159,16,8,1030,-5.38411890655928,3.30865671641791,0,3.4,0.9943,0.37914691943128,7,0.000569843527738265,0.877832341911289,0.210538510261987
"651","DGASPE",155,16,8,1033,-5.7629532623875,1.94626865671642,0,2,1.4948,0.31496062992126,7,0.00203424285529549,0.877832341911289,1.48305566722366
"652","DGMONA",169,16,8,1036,-5.09884283293964,1.65432835820896,0,1.7,1.7004,0.302613480055021,7,0.000486150265097634,0.877832341911289,0.0516944634143934
"653","DGCHLN",157,16,8,1040,-2.48074467343044,2.82208955223881,0,2.9,1.2144,0.328542094455852,7,0.000230505625242467,0.877832341911289,-0.69454803347965
"654","DGDIPL",164,16,8,1041,-3.80589804766357,1.65432835820896,0,1.7,1.5318,0.317460317460317,7,0.000784378637010216,0.877832341911289,0.530068558993969
"655","FDFIES",216,18,8,1043,-5.41019252619118,3.30865671641791,0,3.4,0.9176,0.391923990498812,7,0.000984676063623432,0.877832341911289,0.757489417523645
"656","FDPINT",229,18,8,1044,-6.9470023421421,2.43283582089552,0,2.5,1.19,0.37914691943128,7,0.00217095564463985,0.877832341911289,1.54809943868538
"657","FDFRMO",217,18,8,1047,-6.07123547097645,2.23820895522388,0,2.3,1.3774,0.337164750957854,7,0.00524738135264451,0.877832341911289,2.43066114103489
"658","FDMUST",228,18,8,1050,-5.89638884520958,2.23820895522388,0,2.3,1.2425,0.337423312883436,7,0.00258321479374111,0.877832341911289,1.72196664619151
"659","FDGRNA",221,18,8,1053,-5.02829068570038,2.04358208955224,0,2.1,1.4652,0.310698270339526,7,0.00283235484288116,0.877832341911289,1.81404044445084
"660","FDLTDI",225,18,8,1055,-3.75221706606848,1.45970149253731,0,1.5,1.738,0.346074380165289,7,0.0017968058968059,0.877832341911289,1.35894256567524
"661","FDTHNB",235,18,8,1057,-3.3289041826329,1.45970149253731,0,1.5,1.7064,0.342974148963399,7,0.00393676451571188,0.877832341911289,2.14329117588485
"662","LCVERS",283,18,8,1058,7.45483814865545,1.55701492537313,1,1.6,1.5075,0.353817504655493,7,0.000203633777317988,0.877832341911289,-0.818500128841738
"663","LCCONT",277,18,8,1059,4.18336575601741,1.26507462686567,1,1.3,1.864,0.356223175965665,7,0.00125448079658606,0.877832341911289,0.999653757924404
"664","LCMARK",278,18,8,1060,7.13121851675361,1.26507462686567,1,1.3,1.848,0.363477118458507,7,0.000979322384585542,0.877832341911289,0.752037588065088
"665","MCBOBC",317,18,8,1061,-5.88718639122185,2.43283582089552,0,2.5,1.19,0.368354960234408,7,0.00039054700633648,0.877832341911289,-0.167274963364614
"666","MCZEPH",336,18,8,1064,-5.83657289428934,2.23820895522388,0,2.3,1.3968,0.336648814078041,7,0.0015618905987327,0.877832341911289,1.21882898858195
"667","MCMONA",329,18,8,1068,-4.92552994950406,2.04358208955224,0,2.1,1.4652,0.312701482914249,7,0.00101931979826717,0.877832341911289,0.792067519240163
"668","MCCOUG",321,18,8,1070,-3.81816798631388,1.45970149253731,0,1.5,1.738,0.348232848232848,7,0.00252085865770076,0.877832341911289,1.69753155950938
"669","MCMARQ",327,18,8,1071,-2.63718639122185,1.26507462686567,0,1.3,1.832,0.335027726432532,7,0.00176799431009957,0.877832341911289,1.34277772478173
"670","ODSTRF",382,19,8,1072,-5.48074467343044,1.55701492537313,0,1.6,1.188,0.376884422110553,7,0.0002373076425708,0.877832341911289,-0.665465930851473
"671","ODOMEG",380,19,8,1075,-5.48227841576173,1.55701492537313,0,1.6,1.46,0.334075723830735,7,0.000554248027932238,0.877832341911289,0.182788990265421
"672","ODCUTL",376,19,8,1077,-4.79362810901326,1.55701492537313,0,1.6,1.4184,0.342019543973941,7,0.00672803569119359,0.877832341911289,2.67921520637171
"673","ODDELT",377,19,8,1080,-3.12031522557768,1.65432835820896,0,1.7,1.6786,0.304436068425631,7,0.00353529031423768,0.877832341911289,2.03572740048571
"674","OD98  ",370,19,8,1084,-0.486879642755595,1.45970149253731,0,1.5,1.7017,0.446780551905388,7,0.00159615931721195,0.877832341911289,1.24053229570109
"675","ODTORN",385,19,8,1085,2.67416330202968,1.26507462686567,0,1.3,1.824,0.410899653979239,7,0.000362588904694168,0.877832341911289,-0.241553601587661
"676","PLHORI",413,16,8,1086,-5.66326001085375,2.23820895522388,0,2.3,1.1055,0.34965034965035,7,0.00153876891245312,0.877832341911289,1.20391466807194
"677","PLARRO",404,16,8,1087,-5.31049927465744,2.82208955223881,0,2.9,1.0752,0.381609195402299,7,0.00034688995215311,0.877832341911289,-0.285815711263248
"678","PLVOLA",422,16,8,1089,-5.78135817036296,1.94626865671642,0,2,1.4948,0.31496062992126,7,0.00271725074356653,0.877832341911289,1.77255259194877
"679","PLSAPO",417,16,8,1092,-2.42552994950406,2.82208955223881,0,2.9,1.2328,0.427698574338086,7,0.000151778093883357,0.877832341911289,-1.11240375466202
"680","PLFURY",410,16,8,1093,-5.12645019490283,1.75164179104478,0,1.8,1.7004,0.302613480055021,7,0.000793456614509246,0.877832341911289,0.541575562223658
"681","PTSUNB",464,19,8,1096,-6.25528455073106,2.3355223880597,0,2.4,1.1748,0.319308790383171,7,0.00116950730634941,0.877832341911289,0.929514533276437
"682","PTPHOE",462,19,8,1098,-5.63872013355314,1.55701492537313,0,1.6,1.5096,0.331334805932471,7,0.000753653174705806,0.877832341911289,0.490108981546994
"683","PTLEMA",459,19,8,1101,-4.8411741212832,1.55701492537313,0,1.6,1.4527,0.344601247128323,7,0.00161670761670762,0.877832341911289,1.25332372472366
"684","OD98  ",370,19,8,1102,0.717108087305755,2.04358208955224,0,2.1,1.7017,0.315374507227332,7,0.00159615931721195,0.877832341911289,1.24053229570109
"685","PTLEMA",459,19,8,1103,-4.59577534827707,1.65432835820896,0,1.7,1.4527,0.45770202020202,7,0.00161670761670762,0.877832341911289,1.25332372472366
"686","PTFIRB",452,19,8,1105,-4.71694099244885,1.55701492537313,0,1.6,1.4578,0.322679778733866,7,0.00243388077072288,0.877832341911289,1.66241898729393
"687","PTGRNP",457,19,8,1111,-4.27675694336909,1.55701492537313,0,1.6,1.4746,0.338600451467269,7,0.0028991982413035,0.877832341911289,1.83736620909286
"688","AD5000",8,7,8,1764,1.70483814865545,1.45970149253731,0,1.5,1.33,0.397990726429675,7,0.000268472778999095,0.877832341911289,-0.542073773085599
"689","ADFOX ",14,7,8,1765,-2.39945632987216,2.23820895522388,0,2.3,1.0899,0.378640776699029,7,0.000253252295357558,0.877832341911289,-0.600437093450095
"690","BW733I",77,8,8,1767,21.0069853879193,1.36238805970149,1,1.4,1.4058,0.465789473684211,7,2.11043579464632e-05,0.877832341911289,-3.0853437432381
"691","DTB210",184,2,8,1768,-5.35344405993351,3.50328358208955,0,3.6,0.9943,0.416883793642522,7,0.0017300530195267,0.877832341911289,1.32108403400627
"692","DT510 ",181,2,8,1769,-4.1571250415286,2.43283582089552,0,2.5,1.071,0.486295313881521,7,0.000747782231992758,0.877832341911289,0.482288501746111
"693","DTF10S",186,2,8,1770,-5.13872013355314,2.72477611940298,0,2.8,0.948,0.383141762452107,7,0.000361037113668693,0.877832341911289,-0.24584253914618
"694","DTG810",187,2,8,1771,-0.629517679565412,1.55701492537313,0,1.6,1.1895,0.604158493526873,7,0.000276102418207681,0.877832341911289,-0.514051422794767
"695","FT128 ",241,17,8,1772,-6.09424160594578,1.94626865671642,0,2,0.9796,0.321243523316062,7,0.000178430104745894,0.877832341911289,-0.950626345656094
"696","FTBRAV",244,17,8,1775,-4.10037657527093,1.65432835820896,0,1.7,1.1245,0.362105263157895,7,0.000263843269106427,0.877832341911289,-0.559468050918399
"697","HDCIVI",257,3,8,1777,-6.76908823171265,2.82208955223881,0,2.9,0.876,0.322981366459627,7,0.00199191775507565,0.877832341911289,1.46202984953836
"698","HDACCO",256,3,8,1780,-3.94086737281694,3.21134328358209,0,3.3,1.0432,0.348182283666155,7,0.00156266649424544,0.877832341911289,1.21932563210972
"699","MZGLC ",351,4,8,1781,-6.93779988815437,3.40597014925373,0,3.5,0.9856,0.269430051813472,7,0.000683783783783784,0.877832341911289,0.392818461930184
"700","MB230 ",296,9,8,1783,11.2600528725818,1.65432835820896,0,1.7,1.316,0.201954397394137,7,7.66843398422346e-06,0.877832341911289,-4.09771087976442
"701","MB240D",297,9,8,1784,11.048396430864,2.53014925373134,0,2.6,1.337,0.201298701298701,7,9.50213371266003e-05,0.877832341911289,-1.58072183242713
"702","MB300D",308,9,8,1785,17.5637338541769,2.14089552238806,0,2.2,1.3348,0.227474150664697,7,0.000138290443553601,0.877832341911289,-1.20546716325347
"703","MB280E",303,9,8,1786,18.4701755719683,1.36238805970149,0,1.4,1.3561,0.402349486049927,7,2.46605457131773e-05,0.877832341911289,-2.92961867316173
"704","MB450S",314,9,8,1787,32.9425682100051,1.16776119402985,1,1.2,1.554,0.45859872611465,7,7.21453510927195e-05,0.877832341911289,-1.85614045091662
"705","PG504 ",393,14,8,1789,-0.273689458706514,1.65432835820896,0,1.7,1.1682,0.291390728476821,7,9.39738781844045e-05,0.877832341911289,-1.59180644814551
"706","PS924C",431,12,8,1791,6.63581974374747,1.94626865671642,0,2,1.139,0.405290102389078,7,0.000134915298073193,0.877832341911289,-1.23017614029418
"707","PST911",443,12,8,1792,20.1020774124591,1.45970149253731,0,1.5,1.0985,0.742980561555076,7,5.7985257985258e-05,0.877832341911289,-2.0746344945701
"708","PS928C",435,12,8,1793,31.9502369216616,1.16776119402985,0,1.2,1.3213,0.696564885496183,7,1.98499935342041e-05,0.877832341911289,-3.14661961874085
"709","SA99L ",482,11,8,1794,-2.56203301698872,2.14089552238806,0,2.2,1.1591,0.425101214574899,7,0.000104008793482478,0.877832341911289,-1.49034785185808
"710","SBDL  ",486,5,8,1796,-5.81203301698872,3.01671641791045,0,3.1,0.9796,0.317848410757946,7,0.000134863571705677,0.877832341911289,-1.23055961264093
"711","TYCORO",503,1,8,1798,-5.52215571637523,2.72477611940298,0,2.8,1.0395,0.341685649202734,7,0.00275128669339196,0.877832341911289,1.78500066959988
"712","TYCORO",503,1,8,1800,-4.23227841576173,1.94626865671642,0,2,1.1072,0.352250489236791,7,0.000450316824001035,0.877832341911289,-0.024871911770485
"713","TYCELI",499,1,8,1801,-3.69546859981081,1.94626865671642,0,2,1.1136,0.4,7,0.00216430880641407,0.877832341911289,1.54503303131434
"714","TYCRES",504,1,8,1802,-0.428597434166639,1.94626865671642,1,2,1.2395,0.401039732640178,7,0.00016143799301694,0.877832341911289,-1.05070217537148
"715","VWRABB",549,7,8,1803,-4.33964037895191,2.53014925373134,0,2.6,0.9984,0.363171355498721,7,0.00163381611276348,0.877832341911289,1.26385043085741
"716","VWDASH",542,7,8,1805,-2.44393485747952,2.23820895522388,0,2.3,1.0899,0.364485981308411,7,0.00037164101900944,0.877832341911289,-0.216894914445685
"717","VWSCRO",552,7,8,1807,-2.41326001085375,2.43283582089552,0,2.5,0.9984,0.376059322033898,7,0.000363856200698306,0.877832341911289,-0.238064563585099
"718","VWBEET",540,7,8,1808,-3.02675694336909,2.04358208955224,0,2.1,0.976,0.223409422049539,7,0.000128436570541834,0.877832341911289,-1.27938813213409
"719","VV244 ",522,6,8,1809,-0.802830563000994,1.8489552238806,0,1.9,1.2931,0.34375,7,0.000176024828656408,0.877832341911289,-0.964198243141352
"720","VVGL  ",534,6,8,1810,3.95177066399287,1.45970149253731,1,1.5,1.2931,0.385964912280702,7,0.000111483253588517,0.877832341911289,-1.42094891255222
"721","RNLECA",470,24,8,1811,-6.26602074705007,2.53014925373134,0,2.6,0.852,0.337647720877884,7,0.000186253717832665,0.877832341911289,-0.907713481563098
"722","AMSPIR",28,15,9,1113,-6.45425698562095,1.7687707641196,0,2.2,1.2024,0.321414222579349,8,0.000672922650292166,0.895516960483312,0.356861550053921
"723","AMCONC",19,15,9,1117,-5.57822392776971,1.44717607973422,0,1.8,1.3392,0.30622660768969,8,0.00105764088343072,0.895516960483312,0.809027284864913
"724","AMPACE",27,15,9,1120,-4.82064817019395,1.36677740863787,0,1.7,1.3321,0.319182891797,8,0.000101119144300287,0.895516960483312,-1.53846937214197
"725","BKSKYH",52,19,9,1124,-5.48042778451902,1.28637873754153,0,1.6,1.188,0.385462555066079,8,0.000232346241457859,0.895516960483312,-0.70654016109321
"726","BKSKYL",53,19,9,1126,-5.55894018121323,1.28637873754153,0,1.6,1.4673,0.396704302715899,8,0.00142369020501139,0.895516960483312,1.10623867535892
"727","BKCNTS",39,19,9,1127,-4.8454415586237,1.44717607973422,0,1.8,1.4308,0.343924009171307,8,0.000770154501337031,0.895516960483312,0.491822305522598
"728","BKREGA",49,19,9,1130,-4.31376111785235,1.44717607973422,0,1.8,1.46,0.346649059095411,8,0.00308729077943944,0.895516960483312,1.88028037461141
"729","BKLSAB",45,19,9,1132,-3.3454415586237,1.44717607973422,0,1.8,1.7082,0.332466030644695,8,0.0016038674853917,0.895516960483312,1.22540432963674
"730","BKELCT",41,19,9,1135,0.467230617684839,1.20598006644518,0,1.5,1.8174,0.404594100756983,8,0.00109184658809547,0.895516960483312,0.84085681905911
"731","BKRIVE",50,19,9,1136,2.95483392346996,1.28637873754153,0,1.6,1.4697,0.412343708433094,8,0.000636352381895613,0.895516960483312,0.300983629205631
"732","CDSEVI",93,19,9,1137,10.5856879179603,1.12558139534884,1,1.4,1.4688,0.406698564593301,8,0.000561020600178271,0.895516960483312,0.174988785024445
"733","CDELDR",91,19,9,1141,8.44243722925509,1.12558139534884,1,1.4,1.4688,0.44831223628692,8,0.000774400812122413,0.895516960483312,0.497320744389163
"734","CVCHEV",135,19,9,1145,-6.15260409305896,2.33156146179402,0,2.9,1.0106,0.340301409820126,8,0.00465143111815391,0.895516960483312,2.29016137829123
"735","CVNOVA",146,19,9,1146,-6.1760200710204,1.52757475083056,0,1.9,1.4381,0.361748977665933,8,0.00381842378924433,0.895516960483312,2.0928241555482
"736","CVMONZ",145,19,9,1148,-6.45838921702591,1.92956810631229,0,2.4,1.188,0.349243306169965,8,0.00175255026245419,0.895516960483312,1.31405845864338
"737","CVMALI",142,19,9,1151,-4.99144706826557,1.7687707641196,0,2.2,1.3896,0.314591700133869,8,0.00426157522036248,0.895516960483312,2.20262530066902
"738","CVCAMA",130,19,9,1154,-4.64984927212232,1.44717607973422,0,1.8,1.485,0.347957639939486,8,0.00253468852134297,0.895516960483312,1.68305719692644
"739","CVMNTC",143,19,9,1156,-4.415689492508,1.7687707641196,0,2.2,1.4472,0.309312273774268,8,0.00329153461424185,0.895516960483312,1.9443403428197
"740","CVCORV",139,19,9,1163,5.19863557636253,1.04518272425249,0,1.3,1.2834,0.578291814946619,8,0.000478248489650391,0.895516960483312,0.0153616099554261
"741","CRLEBA",119,16,9,1164,-4.21458756413334,1.44717607973422,0,1.8,1.5111,0.3003003003003,8,0.00123289095771021,0.895516960483312,0.962348222399981
"742","CRCORD",107,16,9,1166,-3.03276938231516,1.28637873754153,0,1.6,1.6848,0.366847826086957,8,0.000765091116173121,0.895516960483312,0.485226092558174
"743","CRNEWP",121,16,9,1167,-2.93910547046943,1.36677740863787,0,1.7,1.7238,0.311614730878187,8,0.00108263593146479,0.895516960483312,0.832385183500675
"744","DGOMNI",170,16,9,1170,-5.6057721371361,2.00996677740864,0,2.5,1.1055,0.327868852459016,8,0.00153978904625136,0.895516960483312,1.18463186278654
"745","DGCOLT",159,16,9,1171,-5.57684651730139,2.6531561461794,0,3.3,0.9943,0.396039603960396,8,0.000776282559175993,0.895516960483312,0.499747736271683
"746","DGASPE",155,16,9,1174,-5.54103384512508,1.44717607973422,0,1.8,1.4746,0.321027287319422,8,0.00145806922848371,0.895516960483312,1.13009955297017
"747","DGMAGN",167,16,9,1177,-3.44323770187439,1.28637873754153,0,1.6,1.6848,0.36734693877551,8,0.000306823809052194,0.895516960483312,-0.428495169329818
"748","DGCHLN",157,16,9,1178,-2.82615781206723,2.09036544850498,0,2.6,1.2144,0.33195020746888,8,0.000175373873427751,0.895516960483312,-0.987848725672899
"749","DGDIPL",164,16,9,1179,-4.41155726110304,1.44717607973422,0,1.8,1.5111,0.3003003003003,8,0.000558693176190948,0.895516960483312,0.170831602379466
"750","DGSTRE",174,16,9,1181,-2.76417434099285,1.36677740863787,0,1.7,1.7238,0.308555399719495,8,0.000350388729325542,0.895516960483312,-0.295725646906353
"751","FDFIES",216,18,9,1183,-5.57271428589643,2.25116279069767,0,2.8,0.9176,0.38984051978736,8,0.000966982767158562,0.895516960483312,0.719411834077851
"752","FDPINT",229,18,9,1184,-7.03139197184684,1.7687707641196,0,2.2,1.183,0.377844568484328,8,0.00232380905219372,0.895516960483312,1.59619411088392
"753","FDFRMO",217,18,9,1187,-5.94874734374767,1.60797342192691,0,2,1.3774,0.345911949685535,8,0.00419455036149351,0.895516960483312,2.18677258848448
"754","FDMUST",228,18,9,1190,-5.57133687542811,1.44717607973422,0,1.8,1.224,0.361990950226244,8,0.00376415024264633,0.895516960483312,2.07850857531134
"755","FDGRNA",221,18,9,1193,-5.17464266055208,1.44717607973422,0,1.8,1.4652,0.313105229180116,8,0.00175469198771912,0.895516960483312,1.31527977463946
"756","FDLTD2",223,18,9,1195,-3.96389885889918,1.12558139534884,0,1.4,1.738,0.345993756503642,8,0.000330543725859166,0.895516960483312,-0.354029887598127
"757","FDTHNB",235,18,9,1197,-3.04516607653004,1.12558139534884,0,1.4,1.7222,0.34163883894169,8,0.00267032286817867,0.895516960483312,1.73518582821057
"758","LCVERS",283,18,9,1198,7.19588075542589,1.12558139534884,1,1.4,1.5075,0.352877307274701,8,0.000168193522828563,0.895516960483312,-1.02965360223522
"759","LCCONT",277,18,9,1199,4.89560527333222,0.964784053156146,1,1.2,1.864,0.342009034200903,8,0.00075266168168763,0.895516960483312,0.468846992645166
"760","LCMARK",278,18,9,1200,7.20690003917244,0.964784053156146,1,1.2,1.848,0.346480714752669,8,0.000704268594632069,0.895516960483312,0.402390969576886
"761","MCBOBC",317,18,9,1201,-6.10852695807274,1.7687707641196,0,2.2,1.19,0.363036303630363,8,0.000553060314945033,0.895516960483312,0.160698223907034
"762","MCCAPR",318,18,9,1204,-5.05067571840331,1.60797342192691,0,2,1.26,0.345368916797488,8,0.001124715261959,0.895516960483312,0.87051634183785
"763","MCZEPH",336,18,9,1207,-5.74213577349973,1.60797342192691,0,2,1.3774,0.341085271317829,8,0.00122975883925919,0.895516960483312,0.959804523215697
